text,inappropriate
"rt @user fada sensata, linda, gostosa e minha https://t.co/rkodvuotyy",0
"Galera eu publico uma webcomic com dinossauros no Insta!  Da uma passada lá, é moh daora!  https://t.co/rL7LEzA6IQ

( twit pra deixar fixado no profile :3 ) https://t.co/fMeAvXdq4U",0
"rt @user não vou receber a bolsa esse mês por causa dos cortes e tal 

vai toma no cu @user",1
"rt @user @user o feio, a gente saiu em uma revista kkkkkk",1
"não foi dessa vez eles cancelaram, nenhum site me deixa fazer compras online eu to triste",0
"Hoje tem clássico PORRA!
Hoje é dia de quebrar a cadeira na parede e gritar: É GOL PORRA!
É dia de beber e ver a Stella se fuder!
É dia de lembrar que eles saíram da Série C, porém sempre vão continuar sendo de terceira!
É dia de dá voadora no rival, e mandar ele respeitar o pai! https://t.co/bnOTFJWTFA",1
"@user No tocante à questão aí, essa terapia não pode chegar ao Brasil! Se isso acontecer, aquele moço que faz arminha com as mãos não terá quem o chame de mito, talquei? Quem fará figuração nas aparições dele para o aplaudir?",1
"@user toma logo a normal, a zero não vai te proporcionar tudo isso. 🖤❤️",0
@user @user uma jóia de nióbio que n vale quase nada,0
@user ainda escreveu tudo errado,0
"Como isso pode acontecer cara o cara não  tem amor pela própria  filha, enquanto uns só queriam ter um filho ou querias seus filhos de volta esse filha da puta faz isso com uma criança, tem que morrer na cadeia, a criança  inocente cara da um odiooooo tão  grande...",1
"Serio que voces querem fazer a gente acreditar que imposto baixo é ruim? Serio mesmo?

Vão tomar no cu vão. Sub-raça maldita https://t.co/QYM8mSCSdD",1
"chocada que a any gabrielly tem 16 anos, vtnc eu sou uma batata",1
macaco eternamente 🐒😍,0
"@user como o rick falou: aveia, chia, iogurte... e fruta. mas não tava me enchendo tanto quanto cereal.",0
"pensando aqui q me formo no final do ano q vem e não vou ter mais direito a passe escolar 

ai ai",0
vou tomar um banhinho e vou ir ali na rua comprar minhas coisas,0
"@user só faltou jogar flores, pqp.",1
@user n tem sentido nenhum separar pessoas que performam feminilidade ou não pqp é td bissexual e pronto fodase,1
daniel tá me ignorando no insta e postando foto no status do whats,0
só tem jamanta na rua hoje. pqp,1
happy feet eh o pior desenho já criado que porra irritanteeee,1
com esses tweets eu confirmei q brasileiros sao bem mais daora mesmo pq com certeza a maioria nao seria grosso igual esses e sairiam varias amizades,0
"Pra tu ter noção de que nem edição precisou pra ficar absurdoooooo!!!! Caralho, a Nação é foda pra caralho, tenho muito orgulho!! https://t.co/t9itcZYwHV",1
rt @user mano não entendo quem fala q fullao é ruim namoral vcs escuta esses prog fudido mais seco q transar no deserto some daqui,1
rt @user ai eu amo esses rolê que a gente n fica de palhaçada e só tentando beijar e dança que nem uns ridículos e ri pr caralho…,1
doida pra chegar em casa rs,0
"parece que a galera anda num efeito got em tht, too fast",0
puta q pariu essa serie ta acabando com a minha vida,1
caralho kkkkkkkkkkkkkk mae axo que eu so o messi,1
@user ataa pensei  que fosse seila por causa de gravidez,0
"""Dizer que a dinastia acabou é um pouco ignorante porque eu vou voltar melhor e mais atlético. Não seria inteligente ignorar os Dubs [Warriors].""

- Klay Thompson sobre os que falam que ""a dinastia acabou"".

https://t.co/JKa242qzGq",0
esse video é simplesmente tudo na minha vida,0
"é sério gente, imagina o neymar sendo treinado pelo jorgito, pqp...o nego ia jogar o fino da bola",1
meu joelho tá doendo pra um cacete,1
@user @user @user @user igualzinho pqp kkkkkkkkkkkkk,1
@user tudo é um grande mistério. essa t a graça da filosofia. até a simples experiência de ver é um grande mistério.,0
"@user já era assim, isso não é formato suíço nem a pau kkkkkkkk",0
é difícil esquecer o ex com minha mãe falando dele toda hora kkkkkkkkkkkkkkkk,0
agonia do caralho kkkk,1
"vai tomar no cu, tô puto",1
"@user ah, então não sei não kkk",0
rt @user é pedir demais pra um puto me chupar desse jeitinho? https://t.co/nk7eqpt0av,1
"@user fefito e edgar devem ter tido ""sweet dreams"" noite passada...",0
"@user putsss, tu n vai acreditar vendi o pc ? 😂😂",0
@user eu não consigo imaginar vc fazendo essas coisas por favor não faça isso cmg,0
cada dia mais eu vejo quem é quem,0
acabo logo com a graça,0
"Para algumas investigações recurso infinito e velocidade. Para outras....
5 meses após a prisão dos assassinos os celulares ainda não tiveram informações extraídas.
Polícia Civil e MP não podem depender de favor de empresa privada para investigar.   
https://t.co/YemPcovwwl",0
que piranha gostosa😍,1
rt @user puta q pariu q q eu vo fala do role de ontem per fei to,1
o @user é o cara mais burro q eu conheço,1
"@user @user @user o cara só é simplesmente o maior vencedor da história de futebol, tá com 36 anos e tem gás demais e não um gordo com joelho fodido",1
@user me manda ae,0
tinha esquecido o quanto depilar na linha dói. pqp,1
rt @user pergunto-me se alguém vai gostar de mim ao ponto de fazer isto https://t.co/kevxzuutcy,0
"@user parabéns meooo, cada sacrifício sempre vale a pena e olha o tanto que você evoluiu até aqui, você consegue o topo!!!! 🙏🙌💙",0
"@user amiga, quer saber, quero não kkkkkkkkkkk
eu tinha até falado com c no whats 
mas eu tenho que arrumar a casa, tem boi nao",0
"@user sim, gostei da contratação do donny mas infelizmente o careca hp vai queimar ele",0
"Não é preciso ser religioso para ter respeito pela morte do outro. Ainda que com ele tenhamos diferenças, é uma questão humanitária. Respeitar o luto dos que sofrem é expressão de nossa dignidade. Se não gostava do que morreu, dedique-lhe o silêncio.",0
"@user o nazismo chegou ao brasil, se povo pobre não fizer uma revolução e tirar esses vermes na porrada o país vai acabar",1
"bts: *são milionários e muito influentes na econômia da coréia*

produção: então quem ganhar sai daqui com 5 reais

bts: ヽ(°◇° )ノ https://t.co/f7FJpxRhop",0
@user kkkkk cara tem que ser muito burro pra acreditar q isso está relacionado a atos do governo federal,1
"e isto é o que fizeram com #saintseiya. :(
#cavaleirosdozodiaco https://t.co/ooer5y9bxz",0
"GÁS DA BOLÍVIA TERIA QUE SER DE GRAÇA PARA O BRASIL ATÉ PAGAR A DÍVIDA QUE DEVE PARA PETROBRAS QUE O FDP DO LULDRÃO DEU AO ÍNDIO.
Bolívia afirma que contrato fixa ""penalidades"" se Brasil comprar menos gás https://t.co/lyRlZ6M5JF",1
n tem coisa q eu goste mais do q ouvir as pessoas sabe.. eu me interesso mesmo pelo que as pessoas falam (se for respeitoso e tiver inserido num contexto).. dai sempre depois de uma exposição social tipo rolês mil eu chego em casa e fico vagando por tudo q me foi dito,0
"Ai cara se eu me rebaixasse assim eu podia tá fazendo tanto dinheiro
Escrever livro de frases óbvias
Escrever letra de funk
Mas não
Vai o retardado tentar escrever coisa boa",1
"@user Eu tô muito famosa puts KKKKKKKKKKKK eu tô no meio da feira com minha mãe e dei uma risada, ela tá até agora sem entender a bichinha",0
"eu to puta num nível. me fale a verdade porra, to nem ai, mas não venha de mentirinha pra cima de mim não, que eu descubro toda vez",1
rt @user novinho gemendo na pica do primo hétero https://t.co/mm2jbrtlcl,1
"@user A esquerda nunca quis dividir o Brasil ?
ACUSE O BOLSONARO DO QUE VC FAZ E CHAME O BOLSONARO DO QUE VC É ! https://t.co/nwKWVjGkqy",0
@user eu seria a guaianazes,0
vou te encher de flor minha florrr,0
você é  um exemplo meu garoto kkkk,0
"@user @user com certeza eu to, qm n queria ganhar milhões chutando bola?",0
cidade grande #mpn #nowunited,0
"rt @user as vezes da um fogo no cu e uma vontade de sair de casa, nem que seja pra comer pizza 10 e fumar arguile, perfeito 🥰",1
"@user não se ele tiver encomendado o ""serviço""",0
@user @user quebrou a cara kkkkk,0
rt @user metendo na putinha que gosta de dar o cuzinho gostoso https://t.co/jxqmj6nnml,1
"mano, os cara do psl é tão burro que não sabem nem mentir, incompetentes demais",1
"@user @user mais lindo que o cr7, fdp",1
@user kkkkkkkkkkk os pinto bolsominio,0
"rt @user mds
soo meu filho, tadinho https://t.co/eqpws44ntg",0
"@user verdade feio desculpa

mas me deu vontade de ter uma companhia era tipo 20:30 tlg ai eu chamei o arthur de ultima hora e ele veio

e eu n tinha como sair de casa com 1 pé só pra fumar",0
"#mpn #tazercraft 

tribta e dois",0
"mudança é um inferno, arrumo arrumo e sempre falta algo p colocar no lugar",0
eu vejo gente fazer e acabo fazendo também. será que é errado fazer piada com esquizofrenia?,1
feliz e talssss,0
@user olha pra mim se tem capinha do iphone xr e se são bonitas,0
eu tambem tiro foto com viados e simpatizo mas isso nao quer dizer nada se eu pudesse ainda metia uma surra,1
@user que lugar da vila olímpia??,0
"porra, fiquei bêbado ontem kkkkkk. ainda bem que eu não acordei com ressaca hj",1
aakkkkkkkkk eu tava chorando ai abri o vlog e a melhor parte é “vocês nem começaram ainda” ai eu “a gente já terminou irmãooooo”,0
qualquer coisa eu tô chorando hj pqp,1
rt @user pau que nasce torto nunca se endireita https://t.co/eac5mqkzaq,1
"Professora já mandando mensagem pedindo pra comprar livro tnc tenho dinheiro pra isso não. que ódio.
Professor que não disponibiliza o material das aulas= cuzão",1
rt @user eu marcando role visto que esse mês não tenho 50 centavos https://t.co/vbyvl1m4hm,0
rt @user 🌟 parabéns ao @user pelo daesang m2 top video no m2 x genie music awards 2019! 🎉 https://t.co/visudlh8d6,0
"GENTE EU FUI PRÉ SELECIONADA!!!

a arte mais curtida e comentada vai ser estampada na nova coleção da loja!

por favor me ajudemmm Kkkkk curtam e comentem pra mim por favorrrrrr 

https://t.co/aDfEZU2NPq https://t.co/yD92ki7w5U",0
"rt @user dou trabalhinho, mas tlgd é muita sorte de quem me tem",0
tem q ser muito burro p fumar kkk,1
@user @user para nada para nada 😂,0
caralho pq n tao indo meus tweets,1
a mano sla dps desse video me deu vontade d gostar d algm será q eh pedir mto,0
postei um vídeo no insta de biquíni e ta geral falando q eu tô magra(??????) kkkkkkkkkkk,0
"hoje é dia da nossa preciosa, maravilhosa e incrivelmente talentosa maknae 🎉🎂 feliz aniversário meu amor que todos os seus sonhos se realizem! por existir e nos abençoar com a sua voz incrível e com o seu sorriso contagiante, obrigada ❤ EU TE AMO D+ 😍 #HappyYEONJUNGDay https://t.co/8KkPc33WT8",0
eu sou jovem e pqp jovem é chato dms kkkkkkkkkkkkkkkkkkkkk,1
@user @user @user kkkkkkkkkkkkkkkkk que porra é isso? 🤦🏻‍♂️,0
"rt @user passando pelo pior, pra lá na frente receber o melhor!!!!!! 🙌🏿",0
"@user a menina é maravilhosa e você também é. sua beleza não diminui por causa da beleza dela.
e vc é gata pra caralho, bjs ❤️",1
"Porque algumas pessoas têm me dito que eu não devo abrir o olho de alguns,só que eu não acho isso certo,pois se somos ""AMIGOS DE VERDADE"" temos que ser fechar 10/10.",0
@user muito legal sua reflexão,0
"@user Esses aí não representam os indígenas, são apenas militantes comprados pela esquerdalha imunda!! Que não tem o menor pudor em cercar e intimidar uma família! Berra e estrebucha você, vagabundo!! A esquerda tá morta!!!!",1
aff quase meu salário para fazer a porra de um oculos https://t.co/ysqp4advgs,1
"Já tivemos fanservice o bastante com ele usando o mjolnir, voltar pra acabar com tudo o que a Peggy construiu foi uma atitude ridícula dos diretores e algo que Steve JAMAIS faria.",1
"@user 💔

ue

acho q o sentimento seria ""poxa, logo no ar, podia ta botando em mim 💔""",0
"@user @user moleque totalmente dependente do tony stark, todo mundo sabe que ele é o homem aranha, chato pra crlh... quer mais?",1
@user @user te foder é do iphone,1
a vai toma no cu essa gente é chata pra carlho,1
não ganho nada falando da vida dos outros.,0
@user deve ter perdido essas aulas,0
nem lembrava mais do pimpolho ahsusuusuaushsushaha,0
@user pqp...nada mudou.,1
queria sair para comprar roupas mais com esse frio nem rola,0
isso é muito chato me sinto mal e choro fico puta também,1
eu to feliz dmssss,0
amigo você é perfeito ok porra,1
"Que mundo é esse onde estamos que, de repente, vemos alguém falando, em outras palavras, ""nazismo até que valeu a pena""? Mas que merda!",1
@user hahaha só o iran,0
"No vídeo, é possível ver todos os 12 integrantes não apenas imitando os passos do BTS, mas também colocando um pouquinho da “sua cara” à icônica coreografia de “FIRE”. Você consegue identificar todas essas modificações?

YouTube 👉🏻 https://t.co/nhv3n8W7L1

 ᪇ୣ╾◌Laianne╼ୣ᪇",0
"@user olha q sorriso lindo , pqp",1
"Primeiro samba que o @user venceu na Portela, algo que seu pai buscou durante anos.

E essa final foi emocionante. O outro favorito tinha ""só"" o Mestre Monarco!!!!!!!!!",0
gente pq vocês estão colocando esses quadradinhos nos nomes de vocês? não dá pra ler nada poxa,0
finalmente desbloquiei essa porra de cartão,1
@user tens como provar isso com documentos?,0
"@user ai meu pai...
pqp esses burros não sabem q o público desse tipo de evento é tóxico??????",1
o pior é que eu não paro de rir kkkkmkkkk,0
"@user de emoção: liberta
de role: paulista contra o santo andré",0
"vamo vencer na garra sim esse caralho, bora brasil #voleinosportv",1
@user ficou livre ...parabens,0
"@user por que esplanar essa questão do éverton pra imprensa né? isso é ""papo interno"", ninguém precisa saber. que loco burro.",1
"“Alguém tem que parar o STF”. 
Eduardo Bolsonaro🇧🇷
O STF É UM LIXO!”, escreveu em outra postagem.

Fonte: https://t.co/aiLqoO70TA https://t.co/UycO2t4SYe",1
@user @user kkkkkkkkkkkkk pqp!,1
"precisamos de ajuda para o grupo de apoio as pessoas carentes do câncer #cajazeiraspb  #cancer #solidariedade #ajudem 
contato (83) 9 9159-",0
"@user É tá??? Porque não foi faz tempo cuidar dela? E ficou aí perdendo seu tempo em atacar pessoas do bem.?  Vc é seu macho não passam de terroristas. Sumam do Brasil, aqui não é  sua terra Sr. Gleen.",1
me jogou no lixo e o amiguinho reciclouu,0
pqp q calor do infernoo,1
@user vei??????????????  se um filho faz isso cmg eu pego o sanduíche e enfio no cu dele,1
porra uma hr dessa meu pai enchendo minha cabeça pqp,1
"rt @user maldito é o homem que confia no outro, atividade com as amizades!! jesus não foi traído por um desconhecido. bom dia s…",1
"Buffarini @user e Ivan Piris ex laterais do 
@user  estão entre os maiores desarmadores da Libertadores 2019. Buffarini ficou entre os maiores desarmadores do Paulista 2017 e Brasileiro 2016; além dos muitos desarmes na Libertadores 2016, 2015 e 2014. https://t.co/CyJvdAtEJt",0
@user tudo bem flor,0
quando você vê uma enquete no twitter,0
alguém conversa comigo por favor? estou precisando falar com alguém https://t.co/d4qtimfvmr,0
@user tá gelando aí neh kkk,0
gabi fdp desgraçada,1
@user @user estamos ricos brasil ta trasbordando de dinheiro pra isso,0
"as vzs eu me boto no lugar dos meus vizinhos e tipo, ficaria muito puto cmg mesmo, ou é brega nas alturas ou rap",1
tenho o melhor grupo de amigas 💞 https://t.co/pzx19p50kp,0
@user eu to ouvindo mas na minha perspectiva nenhum dos teus argumentos pra simplesmente se afastar de mim pra prevenir algo não fazem sentido,0
"eu quero tanto, ma essa porra é cara p carai",1
"sem ânimo p nada, vou lavar a louça e dormir dps acordo só amanhã.",0
rt @user coisa de outro mundo vsf 😩🤤 https://t.co/ognmnapqlw,1
anão lindão 🤤,1
@user @user bundão você ... 🤣🤣,1
"lógico que é pikachu e danilo, pergunta besta osh",0
gato gordo da isadora me mordeu filho da puta,1
a capacidade que eu tenho de sonhar com coisas desnecessárias me irrita,0
@user o tiroteio foi meu alarme pra ir pra casa kkkk,1
@user se fuder,1
"@user Kgkggkhhkk pqp, me encontro grata pelo seu agradável comentário, e pela sua ótima colocação na frase “senhorita de Deus” amém",1
quenguinha do jatinho na cara... pqp eu em kkkkkk,1
"@user Concordo. Entretanto, o verde oliva e o cisne branco ainda são confiáveis, o problema maior   são as asas, lá os vermelhos batem um no outro na maior cara-de-pau.",0
@user sulista = aberração,1
atualmente apenas uma pessoa sabe de 90% das coisas da minha vida. é uma confiança mutua espero q dure pra um crl.,0
todo mês vou postar una foto assim 😂😍 https://t.co/h3u8yb07l7,0
@user uma mulher nao pode falar de suas siriricas online? o porra,1
"@user ela chegou 4 horas da manhã, com outro gato e como se nada tivesse acontecido essa cara de pau kkk",0
"[3/8 13:33] Keyze Miga: Q frio do caralho q frio do caralho só queria um namorado p me esquentar como não tenho namorado
[3/8 13:33] Keyze Miga: Eu vou me aquecer com o fogo do meu rabo
[3/8 13:33] Keyze Miga: Com o fogo do meu rabo",1
"@user  mano sem explicação pra pessoa maravilhosa que você é, tenho um carinho muito grande por ti, obgdo por tudo que você fez por mim e pelos seus conselhos que eu nunca seguia também kkkk, mano eu só sei te um coisa, eu te amo pra caralho chata❤",1
@user @user fala barro preto!!!!!!!!!!!,1
to com mil planos quando chegar no brasil e to vendo que vou fazer varios nada 😂,0
"É TÓQUIO CARALHO, VAMOS BRASIL, VAMOS MENINAS 😍🙏
 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",1
rt @user hora de colocar os fatos na mesa https://t.co/8174j0wtry,0
"rt @user ja viajou pra outros estados? se sim quais?

#mpn #nowunited #uniters #marinaruybarbosa",0
porra faz um ace e depois caga no pau tomar no cuuuuu,1
"50 milhões na minha conta e o resto eu corria atrás, simples.",0
@user @user podiam ficar de férias permanente #stfvergonhanacional,1
sextouuu em casa,0
eu sou burrona vsf,1
queria pastel de couve-flor.,0
"eu acho incrível a falta de consideração das pessoas , você se doa 

e a pessoa enfia a consideração no cu",1
@user tao linda parece eu,0
@user boa sorte nessa nova caminhada! 👏🏻,0
ainda sem saber o que fazer pqp,1
"tava bom dms p ser vdd, dor chata da porra",1
@user concordo mo pqp,1
"inclusive,saudades caralho eu n aguento mais as comidas ruins desse país",1
"@user Pô Bruno, não achei tão absurdo não. Digo até que ele foi coerente durante a entrevista, falou até da venda do mando de campo sem ser perguntado. A gente conhece a situação do nosso clube, sabemos que algumas vezes temos que abrir mão de alguns atletas. +",0
"@user linda, saudades ❤️ essa noite foi perfeita https://t.co/hukqsheyrm",0
"bianca arrasa no jogo, pqp",1
rt @user tô sumida desse site 🤔 https://t.co/dgberazvtz,0
"bateu apanha, quer pagar de fodona então aguenta as consequências.",1
Foi legal essa vitória sofrida do Santa... mas não anula o jogo feio que foi. Não anula essa campanha medíocre. Não anula a falta de vitórias descendentes.,1
"Inacreditável como tem pessoas que tem uma facilidade absurda de achar namorado!
Mano, tava namorando a um mês e já tá namorando de novo com outra pessoa, como que consegue!
Confesso que queria mas não possuo tal habilidade!",0
"avocados segurando essa barra que é estar sem clipe há mais de 4 meses e ainda terem sido trollados pela billie com o clipe de atgggth que nem gravado foi, hoje meu pai https://t.co/eLOumCNZvJ",0
estava vendo aqui kkkk e já fazem 4 anos na verdade — como vc me achou https://t.co/kfxgojhm4k,0
"@user #bozo roubou a inauguração do aeroporto *estadual* de vitória da conquista:
https://t.co/bcgjkgmzbf",0
estou de férias caralho,1
"eu separei um shorts pra sair a noite, pra q? pq agr vai fazer 14ºc nessa merda",1
"rt @user de: eu
pra: eu

para de pesquisar preços das coisas que vc não tem dinheiro pra comprar inferno",0
@user @user perdemos o top 1 br no campeonato😭 vai tomar no cu corporativismo,1
mano o cara quase faz a minha cabeça queimar com essa porra de secador praticamente encostado nela,1
8 coisas que os homens fazem apenas com a mulher que amam https://t.co/mueiwvgo5e,0
independência ou morte!,0
sesi é uma desgraça,1
@user caralho valeu pela lista,1
passando mal e pensando no lanche q minha mãe disse que vai comprar mais tarde,0
"fui na farmácia ontem comprar umas paradas para o Henrique e tinha que comprar uma mamadeira tbm que ele perdeu a dele, sai pegando uma que tinha do Flamengo lá 40$ quando cheguei em casa que ví, porra n estava acreditando no preço nmrl 🤦‍♂️",1
"@user Era aula de ciências, a minha preferida, com meu professor preferido, o Nelson
E o Ricardo, meu coleguinha, na hora que eu tava fazendo a atividade, muito concentrada, começou a fazer uns carinhos na minha mão (que obviamente eu não curti, já que estava muito concentrada) +",0
"mano, eu to muito puto com essa net!!!!",1
"Plataforma aberta para toda a comunidade (não só da UFRGS!!!)
Vem que tem curso do meu projeto sobre a política nacional de saúde LGBT e sobre educação pras relações étnico-raciais TA BOM?????????????",0
só me fod* kkkjkjkk pqp,1
achei foto de quando eu tinha piercing no peito kkkkkk bateu aquele fogo no cu p furar dnv,1
a vai tomar no cu,1
"Dani cuidava dos calouros, puxou vários papos comigo, mas achei que ela só tava sendo simpática rs

no dia da matrícula, ela me veio com essa plaquinha e só achei engraçadinho, sem entender a indireta rs

ainda bem que ela insistiu na lerdeza e tamos juntas há 4.4 bem sapatonas https://t.co/gPZgUL7PT2",1
rt @user ela faz isso todo fds https://t.co/l5sh6vaxoc,0
"se não fosse pelo boy fofissimo q eu conheci esse mês,  eu mandava cancelar julho e agosto da minha vida em 2019 pqp",1
rt @user as vezes eu paro pra pensar e pelo amor de deus pra que que eu fui fazer certas coisas sendo que nem ia agregar em nad…,0
"@user acho q eh 95.2 n sei
eh dps da interativa e ta passando thunder da imagine dragons",0
4 minutos p power hour acabar da tempo de clica no link e vota mais uma vez vamo vamo,0
dudao- piranha q eu goxto,1
"@user carai cara, cê tá me amando muito",1
"⚖️ Advogado em inglês: lawyer, attorney, counsel, counselor, solicitor ou barrister? ⚖️ → https://t.co/E6qXrMpIMZ Assista ao vídeo e acabe com a dúvida! via @user #ingles #TeclaSAP #LegalEnglish #BusinessEnglish",0
tô vendo que vou chorar igual uma criancinha #descendants3,0
@user os fdp foram rápidos,1
"@user @user Será se n existem msm similaridades dentro dos dois exemplos? ambos são chineses, com protestos (principalmente) estudantil e repressao de uma ditadura. A novidade é psol denunciando e uns resto decrépito stalinista defendendo. Parece q tem q ver sim, mas d boa pra discordar",1
rt @user que grt fdp kkkkkkkkk https://t.co/vfxru1dnva,1
que puta de vergonha https://t.co/feotrepoqo,1
a melhor campanha anti tabagismo é o calor acendi um cigarro agora q duas tragadas já joguei fora falei cigarro to fora isso ne vida nao,0
@user estou em campanha o tempo todo seu blogueiro invejoso 👍🏻 e o mula vai continuar preso 🤣🤣🤣 https://t.co/dgazqmrilu,1
@user é a lavanderia de mensagens privadas: o stf esquentando produto de roubo pra dar um ar de legalidade.,0
"tem um do jack com a msm música e agr não sei qual flodar 
grande dia 👍",0
"sei que tudo nessa vida com certeza passa, mais eu não vou deixa a vontade que eu tenho passar...😌",0
GENTE EU TAVA SIRIRICANDO COM UMA GARRAFA DE COCA COLA  NÉ AI EU ENFIEI MUITO FORTE E A TAMPA ABRIU E AGR EU TO MIJANDO COCA E EU NÃO SEI O QUE FAZER EU NÃO POSSO FALAR PRA MINHA MÃE ME AJUDA CARALHO,1
dnv tá frio aqui mas que porra,1
"rt @user só nessa foto tem três jeniffer 😂😂😂🤦🏽‍♀️  
maraca com as amigas que eu gosto❤️❤️ https://t.co/9xnhsje4l9",0
rt @user não troque o das antigas por quem chegou agora 🤙🏻 https://t.co/x41jcenmwy,0
"Curly Lambeau dá nome ao estádio da franquia Green Bay Packers! E no episódio histórico dessa semana, viemos contar um pouco sobre ele! Aperta o Play e vem com a gente!

https://t.co/Iq2ge0OdJV

Spotify:
https://t.co/5UpE1kmXrL

#Packers
#GoPackGo https://t.co/3EeRcuKvhU",0
@user imagina se eu vou ter problema com algo na faculdade que absurdo eu sou perfeita,0
OP: [...] Por cerca de 3 meses todos nós pensamos que aqui eles estavam apenas “sussurrando” quando na verdade estavam “esfregando as bochechas enquanto fingiam sussurrar durante um discurso de aceitação do prêmio”. https://t.co/ZiTL1kGJFz,0
@user @user @user @user @user @user @user desculpa meu amor pode virrrr,0
@user comparação mais ridícula ahahah,1
no meu caso é pq é a vdd mesmo,0
"ai deixa eu falar serissimo aqui
é MUITO chato e inconveniente quando a gente já tá pouco se lixando pra pessoas/coisas que aconteceram e tem 1 idiota pra puxar isso de novo pra nossa vida",1
moço por favor eu to tendo um mini surto aqui,0
@user kkkkkkkkkkkkkkkkkkk tu é maldito mlk,1
fazendo miojo pro almoço pq ne sem condições nenhuma ficar em pe por uma hr fazendo comida so pra mim com essa dor da porra,1
2019 gente coisa retardada larga isso de fandom urr durr eu idolatro um monte de gente e me acho melhor por saber da vida de cada umKKKKK CRESCE https://t.co/XCb9wPYCTW,1
@user po feio eh ficar reparando nos outros sendo q n eh exemplo 🤭,0
@user @user sim copia a partição do teu hd pro ssd e pau,0
"rt @user eu sou literalmente a amiga feia do grupinho, esse peso eu carrego com clareza",1
@user merece muito 💝,0
acho que ta na hora do meu desaparecimento das redes sociais k,0
eu amo ele cara pqp,1
"tem homem q é um pau no cú mesmo, vou te contar hummm 😤😤😤",1
"rt @user autoras, ajudem aqui por favor!

vocês preferem escrever/postar no wattpad ou no social e por quê?",0
linda pra cacete mano,1
"Na PIOR das hipóteses SOMENTE o governo ""perde"" com isso. E isso se você ignorar toda o aumento na arrecadação que uma medida como essa tem.

Agora o ""país perder"", vtnc. O jornas arrombado acha que dinheiro no bolso das pessoas é perda.",1
"eu e evelyn fazendo planos pra hj sem dinheiro, é a melhor coisa kkkkkkkkkkkkkkkklkkkk",0
eu tenho a sensação as vezes de que eu vim nessa vida só pra me fuder,1
@user ai caralho alimenta essa cadelinha 0/14 e segue me :( #mpn #nowunited #uniters,1
"@user é pq a torcida das @user tem que arrumar alguma coisa pra criticar, como não tem nada ficam falando disso",0
maloma é meu cu,1
"Desgoverno da destruição, esconde dados !. estamos sendo enganados e roubados de todos lados e agora a certeza que esses covardes vão manipular dados para apresentação da falsa realmente.. até o presente mostrar o contrário a destruição visível do país.!. #ForaBol卐onaro",1
"@user Era engraçado eu convencendo as pessoas ""não mas vc precisa entender o que tá oculto nesse filme, o sentimento, a mensagem, o poder nas cenas, o sofrimento"" mano pqp KKKKKKKK",1
"podia me bloquear logo , pra parar com esse inferno, tnc.🤦🏻‍♀️",1
@user hahahahaha caralho meus sentimentos,1
faltou coragem p dizer q nao,0
ainda indignada com o show do 3030 de graça em cg que não vou poder ir,0
"Quando eu ia pros bailes, eu ficava paradão na minha, infelizmente meu jeito é esse, Ficava na minha, e também não requisitava quem ficava igual um mongoloide todo suado, fedendo no meio do baile, então respeita, cada um é cada um, Eu mesmo curtia o baile pra crl,Parado e bebendo",1
"@user @user @user Greenwald é odiado pelos americanos patriotas.5 motivos
1-Defendeu Saddam
2-Acusou Obama de matar muslims inocentes
3-Defendeu o Operador da ALQaeda Awaki
4-Afirmou que quem usa a palavra”Terrorista” é racista
5-Vazou informações confidenciais
 https://t.co/dRDLMHvgih",0
"manoooo, não consigo parar de ver esse clip kkkkkkkkkkkkkk @user @user @user",0
"@user idiota vc não sabe interpretar? ah desculpa, não sabe mesmo. “ essa gente” imbecil",1
@user indo p onde,1
@user a esquerda agoniza no brasil e no mundo !,1
"@user será que o cara botou essa bolsa na barriga do bozo para o caso de outra facada. ou um tiro.,?",1
@user é um sinal pra vc parar de ouvir música de anime,0
"@user @user Folha de São Paulo pra mim não serve nem pra pendurar no banheiro de posto de gasolina,  pegar na mão então nem se fala. Acho que ler fotonovela, se é que ainda existe é mais proveitoso",1
@user porra outros trabalha você só vem comer de favor tem razão mbappé,1
rt @user queria 1 vez na vida sair de uma prova sentindo q fui bem q caralho,1
acabou de publicar uma foto em macaé https://t.co/zdng99ytv6,0
o ciúmes.... todo mundo quer estar com a tiffany kkkkk,0
"falam que eu sou louco por você kkkkkkk até parece
sou mais que isso",0
"""jungkook tava fodendo a mao e olhando pro tae"" ah mano vao se tratar porra",1
respeitem só faxavor!,0
"e quando o sol invade os olhos só pra te lembrar que o bom da vida nao tem preço, é hora de acordar",0
@user @user chora agora seu 💩,1
bota remédio na porra da bebida não irmão você é otário é,1
@user melhor ter ficado calado @user,1
