text,inappropriate
"@user minha cidade natal, ponta grossa!",0
o que falar da exoneração do Ricardo Galvão... foda. Quando a gente acha que não tem mais como piorar o Governo Federal vai lá e faz a 29423849237492374973º merda do ano,1
comprei duas caixa de latão,0
"rt @user difícil msm é entender, como é q pode esquecer, de qm te amou de forma q deu o sangue por vc",0
e uma boa turma se não for pedir muito!,0
rt @user tô prestes a cometer o maior erro do dia: trocar a nota de 100,0
e meus amg funkeiro vem como?! kkk,0
@user faz uma de cada vez,0
mano se o jhony trazer o lanche eu vou pirar o cabeção kkkkkkkk,0
"Recebi um vídeo no Instagram de madrugada e rachei demais o bico, mano, queria pedir pra pessoa enviar o vídeo no cu, na moral, tive que mandar pro Felipe pra ver se era isso mesmo que eu estava vendo kkkkkkkkkk",1
aceitoooo. 💜💜💜😘,0
"@user como o rick falou: aveia, chia, iogurte... e fruta. mas não tava me enchendo tanto quanto cereal.",0
preciso terminar a minha maratona marvel antes do fim das férias aaaaaa só faltam oito filmes,0
@user vou brotar na tua direção agr p nos fazer mano a mano sem perder a amizade,1
"rt @user ótima sexta
  adquira seu pacote de fotos e vídeos
   bora ""rt""
olha o popozaoooooooooo💋 https://t.co/lskeywlqhc",1
@user nenhuma merda destes,1
old que blinkonce nao existe https://t.co/nxtwv3zqoe,0
rt @user até agora eu não entendi a graça disso. corpo toda mulher tem. https://t.co/ha47ycgdzj,0
"rt @user os ministros souberam que estão na lava a jato.
qual foi o resultado?
 https://t.co/jp2z0tkgar",0
"⚖️ Advogado em inglês: lawyer, attorney, counsel, counselor, solicitor ou barrister? ⚖️ → https://t.co/E6qXrMpIMZ Assista ao vídeo e acabe com a dúvida! via @user #ingles #TeclaSAP #LegalEnglish #BusinessEnglish",0
rt @user mano sla parece que a vida de todo mundo mudou muito e mto rápido tbm e eu fiquei parada no tempo  ???¿¿,0
"rt @user se eu fosse essa mulher daria um socao no meio da cara desse garoto imundo
 https://t.co/c9mjeckqj7",1
@user @user pca é legal mas é muito grande e eu ja li a metade dos dois pontos ta ok,0
"@user @user o petista pare com o choro, seu mestre está na cadeia👏👏",0
"Você está no show do Now United e o Bailey te olha assim e segura sua mão, seu último meme salvo é a sua reação 

#MPN #NowUnited #Uniters https://t.co/xqhJPEOKev",0
"#naoaosdesmandosdostf 

vamos às ruas agora!!!",0
"@user #bozo roubou a inauguração do aeroporto *estadual* de vitória da conquista:
https://t.co/bcgjkgmzbf",0
"vi umas fotos antigas, bateu a maior saudade do viado do lukão",1
"#stfvergonhanacional 
@user vergonha nacional",0
rt @user sdds de ir na viva noite e tomar umas torres de cerveja com os amigos que eu gosto,0
nossa eu odeio calor véi mds do céu como alguém que tem que sair na rua p trabalhar ou sla consegue gostar de calor sem tá numa praia ou ter piscina em casa????? vcs são loucos 😩😩,0
em tempo de ódio conservador...amar e mudar as coisas é,0
@user os comentários dele são tão absurdos que deve ser fake.,0
"@user @user só aqui mesmo, por isso é essa zona !",0
rt @user no momento assistindo o vôlei feminino e alimentando meu crush na tandara https://t.co/afoqahpxd6,0
"@user a ideia é boa afinal um grupo cheio de cristais lapidados é ótimo mas todos eles já são ocupados demais, não é possível que a sm queira mais um processo",0
"@user @user socialismo nome bonito do comunismo é : 
de tudo a quem está no poder e migalhas ao povo.",0
"@user parabens, vc é a milésima pessoa a fazer essa piada hoje !!!!",0
“nordestino” como se todo nordestino fosse igual,1
desligada de tudo que as minhas kpop girls estão fazendo.. podem tomar a carteirinha de blink,0
@user quem vai interpretar o queiroz?,0
"Especula-se, que McConaughey possa assumir o papel do vilão Norman Osborn e seu alter ego, o Duende Verde no terceiro filme do Homem-Aranha interpretado por Tom Holland, ainda mais que o personagem é um dos inimigos principais do Aracnídeo. 

(+) https://t.co/LB0ArYBjXl",0
"rt @user onda louca mt doida, igual essa não vii... https://t.co/bfgouotdx5",0
"Por isso mesmo eu só confio no @user está e esteve comigo nos meus piores momentos, quantas vezes eu quis me matar, eu estive depressiva e ele nunca me abandonou, já são 04 anos lado a lado! Meu ÚNICO amigo... te amo!!!",0
pl ta taradão vai te tacar de remetente do jeito que ele sempre quis,1
eu fiquei mo desconfortavel a mina com 13 anos se expondo pra caralho foto quase pelada e etc,1
@user porra bora comprar https://t.co/zs7la5vedz,0
passa uns 50 desse em frente do açaí,0
"O governo do presidente Jair Bolsonaro lançou o Pró-Infra, programa destinado a estimular o investimento privado em infraestrutura no #Brasil.

https://t.co/1GnChpepE8",0
"mn eu amo tanto minha mãe kkkkk
agitou um shopping do nada pra eu ver rei leão,aaaa🤞🏽❤️",0
rt @user @user encontrei a luana na rua tô feliz,0
"Conta o @user : ""Dodge solicita que, neste primeiro momento, a decisão de Toffoli fique restrita ao caso de Flávio Bolsonaro"" https://t.co/uLU6mc5Q22",0
mais uma vez fazendo post puxa saco da [ex]orientadora,0
"rt @user ""tinha tudo pra dar certo""

parabéns pra revista q consegue desagradar absolutamente todo mundo com apenas uma frase",0
"rt @user o daniel alves trôxe internet p morumbi?

do nada um mont de saopaulino online",0
minha tia ligando p minha prima q disse q ia chegar em cs 2:00 e ta ate agora na rua: CADE VOCE SUA FILHA DA PUTA PARECE QUE GOSTA DE ME IRRITAR,1
quem que é platão e aristóteles perto de mim https://t.co/z8er0c2epu,0
estava vendo aqui kkkk e já fazem 4 anos na verdade — como vc me achou https://t.co/kfxgojhm4k,0
"O que ela faz com o corno não chega aos pés do que ela pede pro amante...
#corno #namoradaputa #hotwife #esposasafada #cuckold https://t.co/f5Mpzzt85o",1
rt @user e a menina q achou que eu não gostava dela por causa de macho kkkkkkkkk me desculpa mas essa vergonha eu não passo,0
@user @user mano kkkkkkkkkkkkkkk,0
"sai antes do trab pra pegar o ônibus e ele n aparece, pagando pra passar frio aq",0
"rt @user @user @user se não precisa ficar correndo atrás pq está chorando no twitter então
bem que ela queria né",0
compromisso tá ai vou ter que mudar a rotina,0
só vdds,0
@user demente e mentiroso esse bolsonaro 😈,1
rt @user você também fala no instagram e whatsapp com a mesma pessoa sobre coisas diferentes?,0
então quem desempata? https://t.co/xlfcorerpq,0
@user cês vão se foder hein kkkkkkkk,1
@user fui tapeado!,0
"@user Enredo tosco! O juiz criminoso entra de férias, vai aos stadusunido, planeja ação coordenada com a líder plagiadora e outras peças do governo para dar respaldo à uma narrativa fraudulenta. Pior, usa a máquina do Estado (PF) pra isso. 
#vazamaisgreenwald agora com mais ""áudios"".",1
minha vontade de colocar piercing na sobrancelha voltou,0
"vem cá, galera... cês são tapado, é? não é óbvio pra vcs que a gente também quer melhoras no sus? 

“nhe nhenhe nhe já que existem mts problemas então vamo acabar com o sus NHE NHE”",0
"ano que vem meu saopaulo estará de volta na libertadores
 #bbdebate",0
Marque sua amiga que conhece esse rapaz! Repost de 14/08/2017 #psicologia #sinceridade #humor #freud #sigmundfreudsincero #repost #feio #bonito #tamanho #grande #pequeno #amor #sexo https://t.co/tONbOdjdru,0
"rt @user vê legal, da um close 🏆🚂💨

clipe completo: https://t.co/7bdcotgvwi https://t.co/lzmvda0cre",0
"""Dizer que a dinastia acabou é um pouco ignorante porque eu vou voltar melhor e mais atlético. Não seria inteligente ignorar os Dubs [Warriors].""

- Klay Thompson sobre os que falam que ""a dinastia acabou"".

https://t.co/JKa242qzGq",0
rt @user como eu queria estar😈  https://t.co/udjl53jalu,0
rt @user sâmia: ‘bolsonaro subverte a lógica do desmatamento e não demite quem deveria: ricardo salles’ https://t.co/s1psufljvh,0
@user melhor tuite do dia.😂,0
"Eu e o criador da Rede Social ORKUT, Mr. Orkut Büyükkökten. Passamos 3 dias em Búzios com toda a equipe estrangeira e brasileira. Foi convidada a estar com eles por ter usado o Orkut para meu ativismo contra o abuso e exploração sexual infantil e... https://t.co/NVqOlBQQQm",0
@user @user @user e já adiantou dois advogados também...,0
@user me manda ae,0
"rt @user — tu é carioca?

— sim 

— então fala ""vai muita gente""

— ahh, vai mó blocão",0
"@user @user os caras publicam duas linhas e chamam de matéria, aí fica fácil ler tudo",1
"gente romantizando qm é explorado chamando de guerreiros pessoas q na real são vítimas. por outro, pessoas querendo proibir a venda da força de trabalho que não venha de empresas. estou cercado de idiotas.",1
"rt @user sexo é íntimo e sagrado, seu corpo é um templo e vc não deve compartilha-lo com quem não gosta de shadowhunters https://t.…",1
"fazendo planta baixa sem mimimi, estilo engenheiro.",0
"@user sim, na maioria. so uma vez que comprei um negócio e não foi a mesma coisa que pensava",0
@user ataa pensei  que fosse seila por causa de gravidez,0
"@user putsss, tu n vai acreditar vendi o pc ? 😂😂",0
"aqui dando conselhos, falando q a pessoa tem q se deixar sentir as coisas, fzr acontecer e pa, logo eu, q quando parece q eu vou sentir algo por alguém, eu me afasto total e faço de tudo para acabar com esse sentimento 
Foda negah",0
a pão careca passando na telinha de vcs 🤢 https://t.co/eu7z98zxhk,1
"@user @user Que coisa mais linda, esses, são os leais amigos .
Me emocionei, amo esses amigos de 4 patas.
""QUEM DERA, QUE TODO O HOMEM, TIVESSE A HUMANIDADE PERFEITA DE UM CÃO""
Boa noite, beijos no coração!
PS: E existem desumanos, a maltratarem esses anjos.",0
"@user que é a mesma coisa, pq vicia igual",0
"@user será que o cara botou essa bolsa na barriga do bozo para o caso de outra facada. ou um tiro.,?",1
olho essa foto e lembro das vezes que eu nunca fui bonito cm esse filtro hahahahahahaha  doa um pouco da beleza ai parça!!!,0
@user essa merda mexe se bue bem fdss com um gordo como tu la dentro ainda,1
passando mal e pensando no lanche q minha mãe disse que vai comprar mais tarde,0
"GENTE EU FUI PRÉ SELECIONADA!!!

a arte mais curtida e comentada vai ser estampada na nova coleção da loja!

por favor me ajudemmm Kkkkk curtam e comentem pra mim por favorrrrrr 

https://t.co/aDfEZU2NPq https://t.co/yD92ki7w5U",0
"É muito estranho pensar que o seungyoun já morou no meu pais sendo jogador de futebol, conheci ele do uniq falando em português, as suas lives só tinham br e agora ele tem muitos fas internacionalmente e finalmente ta tendo o reconhecimento que merece 
https://t.co/HnXdVaTgKo",0
chama na glória,0
"duzentos e dois  #mpn #larissamanoelaig #larissamanoelaapresentadora
#marimoonlarissamanoelaslime 
#leocidade",0
rt @user um dia para o sudas e ainda não preparei nada,0
"@user para de mentir e querer falar bonito joãozim, fala que é pq nois enjoa mas tem preguiça de terminar ai deixa essa responsa pra elas",1
"Os ditadores do STF estão desesperados. Perderam todo o pudor. Que se cala agora é conivente. Vejam os que se duziam ze direita e hoje se calam. De que lado estes estão? DEM, PSDB E MBDB.
#STFVergonhaNacional 
#DitaduraDoSTF",0
"não julgo,faria a mesma coisa kkkk",0
não to entendendo merda alguma desses limites de funçes reais,1
@user falou minha língua 👏🏻👏🏻👏🏻,0
"@user @user @user e olha isso em julho!!!!

quanto vc acha que sobre em quatro anos???? https://t.co/meixnjkhpy",0
"@user Medalhista né kkkk 
Tem mais experiência

Porém eu gostei dessa mudança , o Roberto saturava muito a Roberto e sempre que a macris entrava dava mais ritmo no jogo 

E agr macris titular e só sucess",0
"14:54 - urgente -presidente do inp exonerado após ofender bolsonaro https://t.co/OoEL3x4Ag5  #STFVergonhaNacional 
        Colabore com o seu RT, não custa nada e nos ajuda MUITO!",0
rt @user @user podiam ficar de férias permanente #stfvergonhanacional,0
"@user No outro, ele devia te mandar encher o saco do Presidiário e deixar ele trabalhar em Paz. Fora Comunista!!!!
#NasRuasContraSTF",1
"@user ótimo saber, dessa eu vou passar bem longe. obrigada, ca &lt;3",0
"@user Pô Bruno, não achei tão absurdo não. Digo até que ele foi coerente durante a entrevista, falou até da venda do mando de campo sem ser perguntado. A gente conhece a situação do nosso clube, sabemos que algumas vezes temos que abrir mão de alguns atletas. +",0
tava mt precisando ler isso,0
melhor lugar pra relaxar.🤤,0
"@user tua mãe passa bem? ????? 
corno fdp😂😂😂😂😂😂",1
"@user é muita hipocrisia dessa gente, não?",1
aakkkkkkkkk eu tava chorando ai abri o vlog e a melhor parte é “vocês nem começaram ainda” ai eu “a gente já terminou irmãooooo”,0
ai mano namoral 👉🏻👉🏻👉🏻👉🏻😭😭🥰🥰🥰,0
@user fd q aqui nego ia trazer lixo de casa p ganhar um baseado 😂😂,0
"fav @user 

🤮 primeira impressão:  mto legal 
💘 nível de proximidade 0 - 10: 5
✨ uma mensagem pra você: me abandonou 
 🥵:  ppp na dm",0
@user porra caralho nao pode falar palavrao nessa bosta cacete!,1
@user que lugar da vila olímpia??,0
"Trânsito de SP só tem gente irresponsável.

Os caras jogam o carro na sua frente enquanto você tweeta e quase causam um acidente.
Incrível como são completamente inaptos a direção... 🤔",1
@user para conhecimento e entendimento.,0
kkkkkkkkk eu mesmo me fiz de palhaça,0
"@user @user @user que nada, ele é covarde! fugiu ate de debate hahahhahhahahhaha",1
"@user Vá produzir sem e vender o produto da sua produção. Depois você ponha tudo na ponta da caneta, compare com quem produziu com agrotóxico e tire suas conclusões. No mundo há cerca de 7,7 bilhões de pessoas e a terra é pouca e cansada. Então, forme seu juízo e plante pra vc mesma!",0
os nosso país são quem nós conhecem melhor,0
@user parece o felipe neto dando conselho,0
@user Querem transformar o Brasil em uma fábrica de esquizofrênicos.. O desejo desses comunistas é esse mesmo.. Gramsci puro !! Xô comunistas !!,1
postei um vídeo no insta de biquíni e ta geral falando q eu tô magra(??????) kkkkkkkkkkk,0
rt @user ai gente minha hora vai chegar se deus quiser https://t.co/dq05wnemvf,0
@user se o bandido e covarde ustra tivesse vivo com certeza seria nomeado para esta comissão.,1
independência ou morte!,0
eu trabalho pra pagar conta da minha mãe n é possível,0
"ai gente chega de ibope fala até o papagaio fala, só não pode encostar.",0
"rt @user @user apoiado  general  mourao  vamos  fechar o stf para o bem do brasil. 
#stfvergonhanacional",0
"Vamos acordar galera, facção n é brincadeira n, nego ver facção como se fosse um time de futebol, só fica torcendo por fora mas n sabe o sufoco e pobreza q é essa vida! https://t.co/waBJAvUBPB",0
"o termo ""MEU ANJO"" é muito viciante e serve pra tudo
discussão
ironia
puxar assunto oi meu anjo
ser gentil
parabéns aos envolvidos pelo termo",0
"a gente faz as coisas na boa vontade, resolve os problemas do outros e como agradecimento sai é falando mal ainda",1
@user kkkkkkk sua casa também caiu babaca. espera a pf chegar ai.,1
o lula tá enjaulado babacas #stfvergonhanacional,1
"Se temos solução constitucional, o exército está ao lado do povo e o povo quer mudanças, o que está faltando? #STFVergonhaNacional. https://t.co/aUla7LRTVx",0
#NasRuasContraSTF  PRESSÃO!!! Presidente do Senado 👁👁.        #STFVergonhaNacional                          BASSSSTA 😡 B_SSSSTA 💩 https://t.co/eyGIWhUAox,0
"@user https://t.co/xynuruictw
é celaaaaaaaaaa",0
"@user Fez empréstimo para estrada e fez mansão, pegou e não pagou, quer o que ? Enquanto não pago o que devo, ninguem me dar credito. Porque só os santos do PT podem dar calote e ter o direito de caloterar de novo?",1
vivemos em um país em que levamos xingão e somos humilhados por pedir aula do nosso professor,0
"rt @user quero din, mano eu quero din",0
"📷 Há mais de dez anos, os jogos e programas ainda eram demonizados pela mídia que fazia associações com a violência. Desde aquela época já existiam autores tentando mostrar o lado positivo e levantado discussões. Mais uma leitura concluída 📚💛 https://t.co/zhUcg1P6aV",0
duas nenéns 🤧,0
rt @user eu não ia sair de frente do espelho com um desse no meu corpinho https://t.co/xgkop0cfta,0
"Legal mesmo seria se vocês deixassem a vida particular da minha tia só pra ela mesma. Não importa a posição política dela, o livre arbítrio existe pra isso mesmo. Imagina que chato seria se compartilhássemos SEMPRE a mesma ideia e pensamento?! Mesmice é chatíssimo. DEIXEM-A!",0
rt @user eu n creio q vai chover final de semana 😭,0
o que fizeram com a fla tv? que coisa ruim!,0
"@user deixa o gabigol aqui no mengão vai,nunca te pedi nada",0
"Criei uma conta/loja no Enjoei pra tentar vender os mangás que quero me desfazer, tá aqui o link se alguém tiver interesse: https://t.co/M2mrzC51uf tenho coleções completas e alguns mangás avulsos à venda.",0
como assim eu não sabia da existência dessa fancam?!?!?! meu dia foi abençoado!!??,0
eu quero dois macacos,0
"to tentando marcar um corte da cabelo por menos de 80 reais em SP. Alguma poc me indica algum?
Eu quero pedir biscoito e dar desculpa do cabelo cortado tbm.",0
@user e vc um salafrario que só quer o brinquedo de uma pobre criança né,1
"@user @user @user @user @user Olha esse corpo... Essa bucetinha linda e esses seios na medida certa... Ahhh, eu com um mulherão desses em casa nunca mais veria a luz do dia! Kkkkk 😂😋❤️",1
rt @user não é fica com a cara fechada no baile 😉 https://t.co/yuz71izsth,0
se ** * * ** ********** **** ela provavelmente saberia e ** ***** ******* *** *** *** ***** mas ela fica nessa insistência * *** ****** 😔👍🏼,0
"rt @user @user professora dayane, você que é a inspiração e a esperança do futuro da bahia. grande abraço",0
"@user a história da Barbara Querino que está presa depois de sofrer vários erros processuais e ser reconhecida pela vítima por causa dos cabelos encaracolados. 5 anos de prisão. insiste ser inocente, ngn a ouve.",0
rt @user saudade do tempo em que as coisas eram recíprocas.,0
"rt @user gostou de mim? ótimo 
não gostou? to nem aí, tenho contas para pagar e me falta tempo para ligar para a sua opinião rs",1
"Não tenho paciência pra branco no rap juro mano, acho que me fechei na minha bolha social com conhecidos brancos que assimilam tudo dentro do hip hop de maneira correta e quando me deparo fora desse bolha vejo uns caras falando uns bagulhos que me dá vontade de mutilar meu pênis",1
"rt @user olha quem chegouuuuu, nossos queridinhos!!! vem na minha direção 🤩

fem 👧: 10/15
masc 👦: 25/40

#qqmt https://t.co/jivoqeuq…",0
@user mas pode divulgar assim?,0
@user  você já deu pro @user hoje?,1
"""jungkook tava fodendo a mao e olhando pro tae"" ah mano vao se tratar porra",1
"Tá eu aqui na oficina e os cara da loja do lado começa a olhar pra minha moto, aí do nada o maluco pega e sobe na moto e pede pra tirar uma foto kkkkkkkk",0
@user kkkk serio q existe?,0
"os irmãos da maria me mandando áudio ""eu sei q tu gosta da gente, vem aqui q eu quero te ver menina"" hshdhshsh que amor",0
só espero que não venha mais as duas que o rocam disse que ia dar,0
queria q tivesse continuação kkkkkkk,0
"nossa me sinto tão bem nesse namoro, não somos tóxicos um c o outro, estamos nos conhecendo faz uns 2 meses e nunca rolou uma briga (isso é um record pra mim) pq conversamos mt e nos abrimos mt um c o outro, e rola tanta liberdade e confiança 💕",0
bolado com umas situações mas deus na frente sempre,0
"vasco tá dando varias oportunidades para os meninos do patativas, muito maneira essa atitude 👏🏼🙏🏼",0
rt @user to travada nessa bunda https://t.co/f74abvabnp,1
@user antes dos brasileiros vão matar todas as abelhas.,0
esse dia já pode acabar,0
"@user em araraquara, capital mundial da laranja !!!",0
"esse povo se incomoda com a roupa que agnt veste, com a comida que agnt come, se tá gorda ou se tá magra, se grávida ou se tá doente.. mais não se incomoda com a vidinha de merda que leva, smp no colo dos outros!!!!! Deus que me livre, deixa meu cavalo andar😅",1
"tô c tanta vergonha, queria conseguir me abrir sobre isso, mas falta coragem",0
rt @user se a pessoa não sabre abrir a merda do ovo vai saber fazer uma merda dessa pqp https://t.co/nhss71xzqi,1
@user migo uma das coisas vai dar mto ruim pra mim mas eu quero e a outra só falta coragem mesmo pq vontade não,0
rt @user tem que juntar todo mundo e denunciar o tt desses divo aí fé,0
@user @user para nada para nada 😂,0
puxa saco de mais de muita gente né — siiiim inclusive amooo❤️😍🤩😘🥰💗❣️💖💞🧡💛💚💙💜🖤💕💓💗💖💘💝 https://t.co/cjzqodshoh,0
"Lembram no rookie king quando o hoseok tinha que punir o yoongi, e o hos levou ele para atrás do biombo??? KKKKKKKKKK   https://t.co/mendvnQGCI",0
rt @user @user só falta as roupas kkkkkkkkkkk,0
@user vaza algo hoje de peso. tipo algo sobre a fakeada.,1
a capacidade que eu tenho de sonhar com coisas desnecessárias me irrita,0
"final da libertadores, brasil x argentina já to até vendo 😂😂",0
"@user Também vale lembrar que o presídio central há muitos anos é a BM quem está no comando, ajude a fazer com que a BM volte para o policiamento ostensivo, estão desempenhando um papel a qual não foram treinados e ainda falta PM na rua.",0
oceans e uma música que entra sem pedir licença,0
"bts: *são milionários e muito influentes na econômia da coréia*

produção: então quem ganhar sai daqui com 5 reais

bts: ヽ(°◇° )ノ https://t.co/f7FJpxRhop",0
"@user ela q não se respeita meu amigo, não há nada que eu possa fazer haha",1
@user mas tem país por aí louco pra fazer igual...,0
rt @user acho q 7 de setembro deveria dar tipo 5 pontos...,0
"""ah pq quando a gente se coloca no lugar do outro acaba deixando de fazer várias coisas""

olha amore, sinto te dizer mas as coisas que você quer fazer são erradas, desnecessárias ou não convém, espero ter ajudado.",1
"@user Concordo. Entretanto, o verde oliva e o cisne branco ainda são confiáveis, o problema maior   são as asas, lá os vermelhos batem um no outro na maior cara-de-pau.",0
"Além disso é o primeiro MV solo a alcançar os 100 milhões de visualizações e atualmente está com 110 milhões de views.
💜💜💜💜💜💜💜💜
(Cr. JiminGlobal)

#MPN #BTS #ARMY #BoyWithLuv",0
"@user unico momento q dar a opinião vira de fato efetivo kk
preciso clikar!!",0
cada dia mais eu vejo quem é quem,0
"@user @user Foi negligência ou conivência? Se o ataque foi a infra estrutura de telefonia ou houve várias tentativas pra achar as ERBs vulneráveis, ou alguém passou a informação outros caras.

Tem MUITO o que ser explicado nessa história.",0
rt @user as vezes eu paro pra pensar e pelo amor de deus pra que que eu fui fazer certas coisas sendo que nem ia agregar em nad…,0
vamos em frente meu zagueiro ♥️👊🏻,0
o garoto veio perguntar como eu tava e eu soh de sacanagem   esse trem tá bão demais da conta,0
@user que dia ela chega??,0
"Porque algumas pessoas têm me dito que eu não devo abrir o olho de alguns,só que eu não acho isso certo,pois se somos ""AMIGOS DE VERDADE"" temos que ser fechar 10/10.",0
"@user @user o dia que a gente ficou rindo p crlh e foi zoar o Ruan por ter caído da escada, antes de ver q ele quase morreu ali msm",0
"precisamos de ajuda para o grupo de apoio as pessoas carentes do câncer #cajazeiraspb  #cancer #solidariedade #ajudem 
contato (83) 9 9159-",0
rt @user qnd eu saio de casa com o cabelo preso é pq eu já desisti do dia,0
se eu já fiz parte n me recordo peco q n mencionem finjam q eu morri,0
A Dona do Pedaço: Vivi Guedes descobre segredo de Chiclete e o surpreende com decisão: ‘Não posso aceitar!’ https://t.co/ARW480lUs1 (Foto: Divulgação / Globo) https://t.co/bPeEn7JNT5,0
"vc me tira a paz, parece uma droga que eu não me livro mais..",0
"quem pensa que a distância  faz esquecer , esque que a saudade faz lembrar ...💭",0
@user te amo lindo,0
usar droga até ficar assim,1
"rt @user de: eu
pra: eu

para de pesquisar preços das coisas que vc não tem dinheiro pra comprar inferno",0
@user @user quebrou a cara kkkkk,0
"e quando o sol invade os olhos só pra te lembrar que o bom da vida nao tem preço, é hora de acordar",0
rt @user mais alguém fica vendo isso flutuando no olho do nada ou sou só eu https://t.co/ii4cqaxkb0,0
"Olhem isso🤤🔥

#SINDICATODOSDIVULGADORES 
@user
@user
@user
@user 
@user
@user 
@user 
@user 
@user
@user 
@user
@user 

Apoio: @user https://t.co/qSLtOyKcbv",0
rt @user limpar o cu com bosta tá aí a moda https://t.co/piipbdoq0q,1
"rt @user dou trabalhinho, mas tlgd é muita sorte de quem me tem",0
rt @user só espero que esta noite renda,0
"A mulher que te ama estará ao seu lado não apenas nas horas boas, mas principalmente nas horas ruins. Valorize a mina que fecha contigo e que independente de tudo não te abandona 👩‍❤️‍💋‍👩❤️ https://t.co/a9hGOwM7jT",0
@user parabéns mlk,0
to com mil planos quando chegar no brasil e to vendo que vou fazer varios nada 😂,0
qual o maior periodo de tempo q vc ja ficou acordada? — talvez 23 horas ??? https://t.co/dr7ntper4r,0
"“iphone é ruim” 
mas no role:",0
saiu foto do meu bebê vou surtar,0
"""Que as esperanças se renovem e que o amor seja a palavra final para todas as decisões. Que o perdão seja lei e que a paz alcance todos os corações. Que as dores terminem, que as aflições cessem, que o medo chegue ao fim. Que nós tenhamos coragem para enfrentar toda situação.""",0
de nada broooo,0
"rt @user mais é exatamente quando a gente está cansado,o coração distrai então a sorte vem 💭",0
rt @user agr to na onda do vejo td e falo nada..,0
"Tem relacionamento que parece a propaganda da Jequiti
Nem dá pra perceber, mas sempre que você pisca, esta diante dos teus olhos

#Sextou
#SextaEliteDoSdv",0
"@user @user @user @user @user Isso é para rir?

Estás na praia com a tua namorada e apanhas 1 gajo a tirar fotos,que fazes:

1-Perguntas se é por perversão ou por motivos artísticos.
2-Criticas o seu comportamento imoral.
3-Metes a viola no saco e fazes de conta que não viste.",0
"se der o mínimo que tem e que seja de coração, pode ter certeza que será muito para quem está recebendo!!! https://t.co/5e7km9hpmh",0
quando eu comprar um desses eu vou ficar nojenta,0
@user @user @user não kkkk tô só mostrando que sao três falando da volta 😓😓😓,0
tenho o melhor grupo de amigas 💞 https://t.co/pzx19p50kp,0
@user trabalhando nessa intenção prima,0
4 minutos p power hour acabar da tempo de clica no link e vota mais uma vez vamo vamo,0
@user kkklllkkk pior época melhor época,0
minha blusa transparente ta na casa da minha irmã desde o carnaval passado e eu achando que tinha perdido kkk,0
16x13 estou sem palavras,0
@user vai chupar um canavial de rolas!,1
gente a nova temporada de ahs parece tá incrível  https://t.co/nnunp20th9,0
@user @user vamos bater aquele papo legal uns tapinhas tá ferrado,0
"pensando aqui q me formo no final do ano q vem e não vou ter mais direito a passe escolar 

ai ai",0
privilegiado é quem tem uma família q te ajuda,0
racional e corna pelo visto,1
mais um exonerado por discordar do presidente,0
gente na boa olha como bitw é legal hypem pra eu voltar a escrever vlw flw,0
alguém conversa comigo por favor? estou precisando falar com alguém https://t.co/d4qtimfvmr,0
rt @user tu não és gorda https://t.co/v53xcqolwp,0
"@user @user na verdade é muito pior, é psol!",1
eu paro p pensar em como vai ser depois que eu terminar a faculdade e bate um desespero por medo do futuro..,0
"@user claro que queixo, o combinado era entrar hj e não na segunda né deals são deals",0
@user estamos com o senhor!!!  obrigado e continue assim 😎👉👉🇧🇷,0
@user araraquara urss,0
"A ofensiva contra a Lava Jato foi intensificada, com a volta do STF ao trabalho e a adesão da Band, que se une a 90% da imprensa.
Moro terá de usar tida sua capacidade de estrategista.",0
"prr, todo dia uma dor diferente, vai se fuder",1
"opá linda tens que rapar o cabelo urgente, queres fazer isso há mt tempo portanto avança, depois deixas crescer a… — Omg thank you!! Se rapar há de ser na primavera para o couro cabeludo se habituar ao sol antes do verão (mesmo us… https://t.co/IXeWx3nvPE",0
@user só ligar para 0118 999 881 999 119 7253.,0
@user é um sinal pra vc parar de ouvir música de anime,0
"@user @user se você quiser, posso passar por essa vergonha sem problema nenhum.",0
"oiii vi ontem que vcs venderam um capinha do bt21 pra uma menina, vende outros produtos deles tb? tipo as almofad… — Olá! Vendemos tudo! https://t.co/DKuuIJm36A",0
esse video é simplesmente tudo na minha vida,0
@user ainda escreveu tudo errado,0
"“Um governo que valoriza a família. Pra quem tem qualquer dúvida vamos ler o 3º parágrafo do art. 226 da constituição para saber o que é família. Quando alguém mudar a constituição aí eu falo das outras famílias”

ELE NÃO CANSA DE ATACAR A UNIÃO HOMOAFETIVA, FILHO DA PUTA https://t.co/14kXk7uGAd",1
@user estou em campanha o tempo todo seu blogueiro invejoso 👍🏻 e o mula vai continuar preso 🤣🤣🤣 https://t.co/dgazqmrilu,1
"Detalhe, sem meus documentos eu não ia ter como ir embora pra casa, e sem o dinheiro, eu não ia ter como pagar a conta do hotel, ou seja, eu tava muito fodido kkkkk",1
"AJUDE PELO MENOS COM RT

a Luna tem microcefalia e paralisia cerebral, precisa de remédios, sua família passa muita dificuldade

o pai @user veio me pedir ajuda, eu verifiquei que é real, quem puder ajude  

vaquinha https://t.co/droqse3d8E

mais info https://t.co/A6NTSiC7ta https://t.co/jWWgxiJqip",0
"@user é pq a torcida das @user tem que arrumar alguma coisa pra criticar, como não tem nada ficam falando disso",0
"@user demori, vocês precisam aguentar o tranco agora =/ vão querer esculachar com o momentum do trabalho de vcs. força...",0
